,embedding_dim,epochs,lr,model,num_negs_per_pos,hits@1,hits@3,hits@10,mean_reciprocal_rank
0,320,300,0.001,distmult,40,0.15990990990990991,0.33896396396396394,0.4605855855855856,0.2698630094528198
1,224,400,0.001,distmult,1,0.19707207207207209,0.3783783783783784,0.49774774774774777,0.30669349431991577
2,192,400,0.001,distmult,20,0.14864864864864866,0.31981981981981983,0.43243243243243246,0.2575863003730774
3,448,500,0.001,distmult,30,0.12612612612612611,0.3141891891891892,0.45045045045045046,0.24552449584007266
4,320,500,0.001,distmult,10,0.13513513513513514,0.31644144144144143,0.4572072072072072,0.24887043237686154
5,384,300,0.001,distmult,1,0.16554054054054054,0.3322072072072072,0.44932432432432434,0.26920515298843384
6,352,500,0.001,distmult,20,0.15990990990990991,0.3333333333333333,0.49436936936936937,0.2742103338241577
7,432,300,0.001,distmult,10,0.15878378378378377,0.3367117117117117,0.44594594594594594,0.2673697769641876
8,352,300,0.001,distmult,30,0.16328828828828829,0.36261261261261263,0.48986486486486486,0.2812834084033966
9,240,500,0.001,distmult,1,0.17792792792792791,0.38063063063063063,0.49324324324324326,0.2975586950778961
10,272,400,0.001,distmult,20,0.14752252252252251,0.3108108108108108,0.42905405405405406,0.25198760628700256
11,304,400,0.001,distmult,40,0.13851351351351351,0.3344594594594595,0.46734234234234234,0.2596874535083771
12,384,400,0.001,distmult,50,0.13288288288288289,0.29617117117117114,0.42004504504504503,0.23488166928291318
13,192,400,0.001,distmult,10,0.21058558558558557,0.3761261261261261,0.4831081081081081,0.3112744092941284
14,288,300,0.001,distmult,50,0.15202702702702703,0.32319819819819817,0.45045045045045046,0.2626614570617676
15,464,400,0.001,distmult,50,0.1036036036036036,0.28716216216216217,0.4346846846846847,0.22172303497791293
16,384,500,0.001,distmult,40,0.1204954954954955,0.26576576576576577,0.37725225225225223,0.21730631589889526
17,192,500,0.001,distmult,1,0.2195945945945946,0.39414414414414417,0.5101351351351351,0.3255724608898163
18,240,300,0.001,distmult,1,0.18130630630630631,0.34459459459459457,0.48085585585585583,0.2849031984806061
19,224,400,0.001,distmult,10,0.16103603603603603,0.32545045045045046,0.4369369369369369,0.26344409584999084
20,416,300,0.001,distmult,30,0.16103603603603603,0.34572072072072074,0.45495495495495497,0.2754201292991638
21,368,500,0.001,distmult,50,0.11148648648648649,0.25225225225225223,0.393018018018018,0.2083846479654312
22,192,400,0.001,distmult,40,0.15765765765765766,0.30067567567567566,0.43355855855855857,0.2567991018295288
23,416,400,0.001,distmult,40,0.12387387387387387,0.2725225225225225,0.42680180180180183,0.22608910501003265
24,464,500,0.001,distmult,30,0.11261261261261261,0.30292792792792794,0.45495495495495497,0.22996494174003604
25,384,300,0.001,distmult,40,0.17229729729729729,0.34234234234234234,0.45157657657657657,0.27856460213661194
26,512,400,0.001,distmult,30,0.125,0.29954954954954954,0.44144144144144143,0.23713265359401703
27,208,400,0.001,distmult,50,0.11711711711711711,0.29842342342342343,0.4583333333333333,0.23835428059101102
28,272,500,0.001,distmult,30,0.10585585585585586,0.2545045045045045,0.39414414414414417,0.20633970201015472
29,208,300,0.001,distmult,1,0.20270270270270271,0.36373873873873874,0.4797297297297297,0.2994849979877472
30,448,500,0.001,distmult,10,0.10923423423423423,0.2916666666666667,0.4436936936936937,0.22854308784008023
31,352,400,0.001,distmult,20,0.20270270270270271,0.3783783783783784,0.49436936936936937,0.31206443905830383
